artist_name,e.country,e.country_3,e.startdate,num_exhibitions
Hermann Stenner,DE,DEU,1914,3
Hermann Stockmann,DE,DEU,1905,3
Hermann Stockmann,DE,DEU,1906,2
Hermann Stockmann,DE,DEU,1907,7
Hermann Struck,DE,DEU,1909,2
Hermann Struck,DE,DEU,1910,2
Hermann Struck,DE,DEU,1911,2
Hermann Struck,DE,DEU,1915,2
Hermann Struck,NL,NLD,1912,1
Hermann Urban,DE,DEU,1905,9
Hermann Urban,DE,DEU,1907,3
Hermann Urban,DE,DEU,1909,2
Hermann Urban,DE,DEU,1910,2
Hermann Urban,DE,DEU,1911,1
Hermann Urban,DE,DEU,1912,2
Hermann Urban,GB,GBR,1906,2
Hermann Urban,IT,ITA,1905,2
Hermann Vogel,BE,BEL,1913,2
Hermann Vogel,HU,HUN,1909,28
Hermann Von Engelhardt,DE,DEU,1905,3
Hermann Völkerling,AT,AUT,1909,4
Hermann Völkerling,HU,HUN,1905,2
Hermann Völkerling,US,USA,1914,1
Hermann Wassmuth,HU,HUN,1910,1
Hermann Zeillinger,DE,DEU,1912,2
Hermann Zeillinger,DE,DEU,1913,1
Hermann vom Endt,DE,DEU,1909,8
"Hermann, II Kauffmann",DE,DEU,1905,3
Hermanus Adrianus Van Oosterzee,NL,NLD,1905,1
Hermanus Adrianus Van Oosterzee,NL,NLD,1907,3
Hermanus Adrianus Van Oosterzee,NL,NLD,1909,2
Hermanus Adrianus Van Oosterzee,NL,NLD,1910,2
Hermanus Adrianus Van Oosterzee,NL,NLD,1911,2
Hermanus Gerhardus Wolbers,NL,NLD,1905,1
Hermanus Gerhardus Wolbers,NL,NLD,1907,3
Hermanus Gerhardus Wolbers,NL,NLD,1909,7
Hermanus Kuyt,NL,NLD,1911,2
Hermanus Kuyt,NL,NLD,1914,18
Hermanus Petrus Antonius Gunneweg,DE,DEU,1905,6
Hermanus ter Meer,NL,NLD,1905,1
Hermen Anglada-Camarasa,BE,BEL,1911,2
Hermen Anglada-Camarasa,DE,DEU,1906,7
Hermen Anglada-Camarasa,DE,DEU,1910,3
Hermen Anglada-Camarasa,FR,FRA,1906,4
Hermen Anglada-Camarasa,FR,FRA,1912,2
Hermen Anglada-Camarasa,IT,ITA,1905,20
Hermen Anglada-Camarasa,IT,ITA,1907,2
Hermen Anglada-Camarasa,IT,ITA,1914,36
Hermenegildo Estevan,DE,DEU,1905,3
Hermenegildo Estevan,GB,GBR,1914,2
Hermenegildo Estevan,IT,ITA,1908,2
Hermina Bruck,HU,HUN,1905,2
Hermina Bruck,HU,HUN,1906,8
Hermina Bruck,HU,HUN,1907,2
Hermina Bruck,HU,HUN,1908,4
Hermina Bruck,HU,HUN,1909,2
Hermine Ginzkey,AT,AUT,1910,3
Hermine Heller-Ostersetzer,AT,AUT,1906,4
Hermine Heller-Ostersetzer,AT,AUT,1910,9
Hermine Heller-Ostersetzer,DE,DEU,1905,2
Hermine Heller-Ostersetzer,DE,DEU,1906,2
Hermine Lindner,AT,AUT,1910,3
Hermine Panesch,AT,AUT,1909,6
Hermine Panesch,AT,AUT,1914,4
Hermine Schröck,DE,DEU,1913,6
Hermine Schuch,AT,AUT,1913,2
Hermine von Lattermann,GB,GBR,1906,1
Herni de Penne,FR,FRA,1905,1
Hester Frood,GB,GBR,1912,2
Hester Frood,GB,GBR,1913,2
Hester Frood,GB,GBR,1915,2
Hester Maitland Radford,GB,GBR,1913,2
Hetty Broedelet,HU,HUN,1910,1
Hetty Broedelet,NL,NLD,1912,2
Hilary Clements Hassell,GB,GBR,1911,6
Hilary Clements Hassell,GB,GBR,1914,4
Hilda Annetta Walker,GB,GBR,1909,6
Hilda Coltman,GB,GBR,1914,2
Hilda Fearon,GB,GBR,1908,8
Hilda Fearon,GB,GBR,1911,2
Hilda Fearon,GB,GBR,1913,1
Hilda Fearon,IT,ITA,1912,2
Hilda Fearon,US,USA,1911,1
Hilda Fearon,US,USA,1912,1
Hilda Fearon,US,USA,1913,1
Hilda Fearon,US,USA,1914,1
Hilda Flodin,GB,GBR,1906,2
Hilda Goffey,GB,GBR,1909,6
Hilda Goffey Atkinson,GB,GBR,1908,10
Hilda Mary Sides,GB,GBR,1908,6
Hilda Montalba,IT,ITA,1914,2
Hilda Rix Nicholas,GB,GBR,1909,6
Hilda Rix Nicholas,GB,GBR,1913,4
Hilda Rix Nicholas,GB,GBR,1914,2
Hilda Trevelyan,GB,GBR,1908,10
Hilda Trevelyan,GB,GBR,1910,2
Hilda Ward,US,USA,1913,4
Hilde Kotany,AT,AUT,1906,2
Hilde Kotany,AT,AUT,1910,9
Hilde Weigelt-Middeldorf,AT,AUT,1910,3
Hilde Weigelt-Middeldorf,DE,DEU,1911,1
Hildegard Glade,DE,DEU,1914,2
Hildegard Katerina Thorell,SE,SWE,1911,3
Hildegard Wolf-Blume,DE,DEU,1913,6
Hilla Rebay,DE,DEU,1913,4
Hilla Rebay,DE,DEU,1915,2
Hippolyte Boulenger,BE,BEL,1910,12
Hippolyte Boulenger,DE,DEU,1914,2
Hippolyte Bringuier,FR,FRA,1911,6
Hippolyte Bringuier,FR,FRA,1912,6
Hippolyte Bringuier,FR,FRA,1913,18
Hippolyte Bringuier,FR,FRA,1914,4
Hippolyte Casimir Gourse,FR,FRA,1908,44
Hippolyte Casimir Gourse,FR,FRA,1909,3
Hippolyte Daeye,BE,BEL,1908,2
Hippolyte Daeye,DE,DEU,1914,4
Hippolyte Daeye,GB,GBR,1915,1
Hippolyte Dominique Berteaux,BE,BEL,1913,2
Hippolyte Dominique Berteaux,FR,FRA,1912,2
Hippolyte Fournier,FR,FRA,1907,10
Hippolyte Le Roy,BE,BEL,1913,1
Hippolyte Prat,BE,BEL,1908,6
Hobbe Smith,DE,DEU,1905,3
Hobbe Smith,NL,NLD,1905,1
Hobbe Smith,NL,NLD,1907,6
Hobbe Smith,NL,NLD,1909,13
Hobbe Smith,NL,NLD,1910,2
Hobbe Smith,NL,NLD,1911,8
Hobbe Smith,NL,NLD,1912,5
Hobbe Smith,NL,NLD,1914,8
Hokkai Takashima,NL,NLD,1912,2
Homer Boss,US,USA,1913,4
Homer Dodge Martin,IT,ITA,1909,2
Honor Camilla Doyle,GB,GBR,1911,4
Honor Camilla Doyle,GB,GBR,1913,2
Honoré Auclair,FR,FRA,1912,3
Honoré Daumier,AT,AUT,1905,1
Honoré Daumier,AT,AUT,1912,1
Honoré Daumier,AT,AUT,1914,1
Honoré Daumier,CZ,CZE,1907,8
Honoré Daumier,DE,DEU,1905,2
Honoré Daumier,DE,DEU,1907,10
Honoré Daumier,DE,DEU,1908,6
Honoré Daumier,DE,DEU,1910,16
Honoré Daumier,DE,DEU,1911,6
Honoré Daumier,DE,DEU,1912,45
Honoré Daumier,DE,DEU,1913,1
Honoré Daumier,DE,DEU,1914,2
Honoré Daumier,FR,FRA,1907,45
Honoré Daumier,FR,FRA,1908,2
Honoré Daumier,FR,FRA,1910,1
Honoré Daumier,FR,FRA,1911,1
Honoré Daumier,FR,FRA,1914,11
Honoré Daumier,HU,HUN,1910,1
Honoré Daumier,HU,HUN,1913,4
Honoré Daumier,RU,RUS,1912,11
Honoré Daumier,US,USA,1913,6
Hope Joseph,GB,GBR,1908,10
Hope Joseph,GB,GBR,1911,6
Horace Brodzky,GB,GBR,1911,6
Horace Brodzky,GB,GBR,1913,4
Horace Brodzky,GB,GBR,1914,5
Horace Brodzky,GB,GBR,1915,9
Horace Brodzky,IT,ITA,1912,2
Horace C. Taylor,GB,GBR,1908,12
Horace C. Taylor,GB,GBR,1911,6
Horace C. Taylor,GB,GBR,1914,7
Horace Mann Livens,BE,BEL,1914,6
Horace Mann Livens,DE,DEU,1905,3
Horace Mann Livens,GB,GBR,1907,4
Horace Mann Livens,GB,GBR,1908,6
Horace Mann Livens,GB,GBR,1913,6
Horace Mann Livens,GB,GBR,1914,69
Horace Mann Livens,HU,HUN,1905,2
Horace Mann Livens,IT,ITA,1907,2
Horace Mann Livens,IT,ITA,1909,2
Horace Mann Livens,IT,ITA,1912,2
Horace Mann Livens,IT,ITA,1914,2
Horace Mann Livens,NL,NLD,1907,2
Horace Vernet,DE,DEU,1910,1
Horace Vernet,RU,RUS,1912,1
Horace de Saussure,DE,DEU,1905,3
Horace van Ruith,GB,GBR,1908,10
Horatio Walker,US,USA,1913,1
Horatio Walker,US,USA,1914,1
Horst Eysoldt,DE,DEU,1913,4
Horst Eysoldt,DE,DEU,1914,7
Horst Eysoldt,DE,DEU,1915,4
Howard Colluzzi,US,USA,1913,2
Howard Coluzzi,US,USA,1913,4
Howard Logan Hildebrandt,US,USA,1910,1
Howard Logan Hildebrandt,US,USA,1914,1
Howard Russell Butler,US,USA,1911,1
Howard Russell Butler,US,USA,1912,1
Howard Russell Butler,US,USA,1913,1
Howard Russell Butler,US,USA,1914,1
Howard Somerville,GB,GBR,1910,2
Howard Somerville,GB,GBR,1911,6
Howard Somerville,GB,GBR,1912,6
Howard Somerville,GB,GBR,1913,2
Howard Somerville,GB,GBR,1914,2
Howard White McLean,US,USA,1913,4
Hubert - J. - C.- M. Leo Primavesi,BE,BEL,1908,4
Hubert D. Schloss,GB,GBR,1913,2
Hubert D. Schloss,GB,GBR,1914,4
Hubert Damelincourt,FR,FRA,1908,6
Hubert Glansdorff,BE,BEL,1905,16
Hubert Glansdorff,BE,BEL,1914,2
Hubert Gölz,DE,DEU,1906,3
Hubert Lanzinger,AT,AUT,1911,6
Hubert Lanzinger,AT,AUT,1913,2
Hubert Liebart,FR,FRA,1905,2
Hubert Lindsay Wellington,GB,GBR,1908,8
Hubert Lindsay Wellington,GB,GBR,1909,4
Hubert Ritzenhofen,DE,DEU,1906,6
Hubert Schröder,GB,GBR,1908,10
Hubert Vos,NL,NLD,1907,2
Hubert Vos,NL,NLD,1909,2
Hubert Waley,GB,GBR,1914,2
Hubert Waley,GB,GBR,1915,2
Hubert de la Rochefoucauld,DE,DEU,1910,1
Hubert van Steel,NL,NLD,1907,1
Hubert van Steel,NL,NLD,1909,4
Hubert van Steel,NL,NLD,1914,6
Hubert van den Bossche,BE,BEL,1905,14
Hubert von Herkomer,DE,DEU,1905,3
Hubert von Herkomer,DE,DEU,1906,3
Hubert von Herkomer,IT,ITA,1909,2
Hubert von Heyden,AT,AUT,1907,2
Hubert von Heyden,DE,DEU,1905,16
Hubert von Heyden,DE,DEU,1907,4
Hubert von Heyden,DE,DEU,1908,16
Hubert von Heyden,DE,DEU,1910,6
Hubert von Heyden,DE,DEU,1911,224
Hubert von Heyden,GB,GBR,1906,1
Hubert von Heyden,IT,ITA,1909,2
Hubert von Heyden,IT,ITA,1910,2
Hubert von Zwickle,AT,AUT,1910,6
Hubert-Denis Etcheverry,BE,BEL,1913,2
Hubert-Denis Etcheverry,DE,DEU,1905,3
Hugh Bellingham-Smith,GB,GBR,1905,12
Hugh Bellingham-Smith,GB,GBR,1906,4
Hugh Bellingham-Smith,GB,GBR,1907,6
Hugh Bellingham-Smith,GB,GBR,1908,4
Hugh Bellingham-Smith,GB,GBR,1909,15
Hugh Bellingham-Smith,GB,GBR,1910,22
Hugh Bellingham-Smith,GB,GBR,1911,20
Hugh Bellingham-Smith,GB,GBR,1912,6
Hugh Bellingham-Smith,GB,GBR,1913,15
Hugh Bellingham-Smith,GB,GBR,1914,10
Hugh Bellingham-Smith,GB,GBR,1915,10
Hugh Bellingham-Smith,IT,ITA,1912,2
Hugh Bellingham-Smith,IT,ITA,1914,4
Hugh Blaker,GB,GBR,1909,1
Hugh Henry Breckenridge,US,USA,1910,1
Hugh L. Norris,IT,ITA,1909,2
Hugh L. Norris,IT,ITA,1912,2
Hugh Wilkinson,GB,GBR,1913,1
Hugh de Twenebrokes Glazebrook,GB,GBR,1908,10
Hugo Baar,AT,AUT,1905,20
Hugo Baar,AT,AUT,1906,38
Hugo Baar,AT,AUT,1907,36
Hugo Baar,AT,AUT,1908,34
Hugo Baar,AT,AUT,1909,28
Hugo Baar,AT,AUT,1910,40
Hugo Baar,AT,AUT,1911,21
Hugo Baar,AT,AUT,1912,26
Hugo Baar,CZ,CZE,1911,15
Hugo Baar,DE,DEU,1905,3
Hugo Baar,GB,GBR,1906,1
Hugo Baar,IT,ITA,1907,2
Hugo Birger,SE,SWE,1911,12
Hugo Boettinger,AT,AUT,1905,2
Hugo Boettinger,AT,AUT,1906,6
Hugo Boettinger,AT,AUT,1907,6
Hugo Boettinger,AT,AUT,1908,4
Hugo Boettinger,AT,AUT,1910,30
Hugo Boettinger,AT,AUT,1911,2
Hugo Boettinger,AT,AUT,1912,2
Hugo Boettinger,CZ,CZE,1905,38
Hugo Boettinger,CZ,CZE,1906,10
Hugo Boettinger,CZ,CZE,1908,6
Hugo Boettinger,CZ,CZE,1909,66
Hugo Boettinger,CZ,CZE,1912,250
Hugo Boettinger,CZ,CZE,1913,4
Hugo Boettinger,CZ,CZE,1914,4
Hugo Boettinger,GB,GBR,1906,1
Hugo Boettinger,IT,ITA,1907,2
Hugo Charlemont,AT,AUT,1915,2
Hugo Charlemont,HU,HUN,1913,3
Hugo Darnaut,AT,AUT,1915,6
Hugo Darnaut,DE,DEU,1905,3
Hugo Darnaut,DE,DEU,1907,2
Hugo Darnaut,GB,GBR,1907,2
Hugo Darnaut,HU,HUN,1913,3
Hugo Darnaut,IT,ITA,1912,6
Hugo Ernst Schnegg,DE,DEU,1906,4
Hugo Fidus,DE,DEU,1905,3
Hugo Fidus,RU,RUS,1906,1
Hugo Finkbeiner,DE,DEU,1906,3
Hugo Finkbeiner,DE,DEU,1913,2
Hugo Friedrich Hartmann,DE,DEU,1905,2
Hugo Friedrich Hartmann,DE,DEU,1907,2
Hugo Friedrich Hartmann,DE,DEU,1908,6
Hugo Friedrich Hartmann,DE,DEU,1910,8
Hugo Friedrich Hartmann,DE,DEU,1913,3
Hugo Friedrich Hartmann,GB,GBR,1908,2
Hugo Gugg,DE,DEU,1907,1
Hugo Gugg,DE,DEU,1910,31
Hugo Huber,AT,AUT,1905,14
Hugo Kotschenreiter,DE,DEU,1905,3
Hugo Krayn,DE,DEU,1910,4
Hugo Krayn,DE,DEU,1912,2
Hugo Krayn,DE,DEU,1913,2
Hugo Krayn,DE,DEU,1914,2
Hugo Krayn,DE,DEU,1915,4
Hugo L. Braune,DE,DEU,1905,3
Hugo Lederer,DE,DEU,1906,20
Hugo Lederer,DE,DEU,1911,1
Hugo Mieth,NL,NLD,1905,4
Hugo Mühlig,DE,DEU,1905,9
Hugo Mühlig,DE,DEU,1909,12
Hugo Mühlig,IT,ITA,1914,2
Hugo Nagel,DE,DEU,1907,1
Hugo Naumann,DE,DEU,1912,1
Hugo Naumann,DE,DEU,1913,6
Hugo Naumann,DE,DEU,1914,4
Hugo Noske,AT,AUT,1909,2
Hugo Noske,NL,NLD,1912,2
Hugo Oehmichen,DE,DEU,1909,2
Hugo Postl,AT,AUT,1910,2
Hugo Rosenberg,AT,AUT,1914,4
Hugo Salmson,FR,FRA,1912,2
Hugo Salmson,SE,SWE,1911,9
Hugo Scheyrer,AT,AUT,1907,4
Hugo Simberg,HU,HUN,1906,6
Hugo Steiner-Prag,DE,DEU,1913,2
Hugo Troendle,DE,DEU,1914,6
Hugo Vogel,DE,DEU,1913,7
Hugo Vogel,DE,DEU,1914,3
Hugo Vogel,IT,ITA,1914,2
Hugo Vogel,NL,NLD,1905,4
Hugo Vogel,US,USA,1909,1
Hugo Wach,DE,DEU,1911,4
Hugo Wach,DE,DEU,1912,4
Hugo Wach,DE,DEU,1915,2
Hugo Wilhelm Kauffmann,DE,DEU,1905,3
Hugo Wilhelm Kauffmann,GB,GBR,1906,1
Hugo von Habermann,AT,AUT,1907,2
Hugo von Habermann,DE,DEU,1905,11
Hugo von Habermann,DE,DEU,1906,27
Hugo von Habermann,DE,DEU,1907,12
Hugo von Habermann,DE,DEU,1908,31
Hugo von Habermann,DE,DEU,1909,321
Hugo von Habermann,DE,DEU,1910,104
Hugo von Habermann,DE,DEU,1911,10
Hugo von Habermann,DE,DEU,1912,86
Hugo von Habermann,DE,DEU,1913,52
Hugo von Habermann,DE,DEU,1914,7
Hugo von Habermann,DE,DEU,1915,10
Hugo von Habermann,GB,GBR,1906,2
Hugo von Habermann,GB,GBR,1908,1
Hugo von Habermann,HU,HUN,1905,4
Hugo von Habermann,IT,ITA,1907,2
Hugo von Habermann,IT,ITA,1909,8
Hugo von Habermann,IT,ITA,1910,2
Hugo von Habermann,US,USA,1909,2
Hugues de Beaumont,BE,BEL,1913,1
Hugues de Beaumont,FR,FRA,1905,2
Hugó Kaiser,HU,HUN,1906,2
Hugó Löschinger,HU,HUN,1906,6
Hugó Löschinger,HU,HUN,1907,4
Hugó Löschinger,IT,ITA,1910,2
Hugó Poll,DE,DEU,1905,6
Hugó Poll,HU,HUN,1905,24
Hugó Poll,HU,HUN,1906,6
Hugó Poll,HU,HUN,1908,34
Hugó Poll,HU,HUN,1909,6
Hugó Poll,HU,HUN,1910,1
Hugó Poll,IT,ITA,1909,2
Hugó Poll,IT,ITA,1910,6
Hugó Poll,IT,ITA,1912,30
Hugó Scheiber,HU,HUN,1910,1
Hugó Scheiber,HU,HUN,1911,4
Hugó Scheiber,HU,HUN,1912,3
Hugó Scheiber,HU,HUN,1913,5
Hugó Scheiber,HU,HUN,1914,1
Huib Luns,BE,BEL,1908,14
Huib Luns,NL,NLD,1905,2
Huib Luns,NL,NLD,1907,7
Huib Luns,NL,NLD,1908,6
Huib Luns,NL,NLD,1909,10
Huib Luns,NL,NLD,1910,4
Huib Luns,NL,NLD,1911,8
Huib Luns,NL,NLD,1912,2
Hussein Ali,UA,UKR,1911,1
Hyacinthe Rigaud,CH,CHE,1908,2
Hyacinthe Rigaud,DE,DEU,1910,2
Hyakuho Hirota,NL,NLD,1912,1
Hélène Gevers,BE,BEL,1908,8
Hélène Patte,BE,BEL,1914,2
Hélène Sophie Emilie [Jelka] Rosen,DE,DEU,1906,4
Hélène Sophie Emilie [Jelka] Rosen,FR,FRA,1905,8
Hélène de Reuse,BE,BEL,1914,6
Hélène-M. Baron,FR,FRA,1905,2
Hōnen Matsumiya,NL,NLD,1912,1
"I, N. Sabo",RU,RUS,1911,5
I. A. Ermolova,RU,RUS,1914,3
I. A. Grandi,RU,RUS,1913,2
I. A. Grandi,RU,RUS,1914,2
I. A. Skuje,RU,RUS,1910,2
I. A. Skuje,RU,RUS,1913,7
I. E. Plekhanov,RU,RUS,1908,6
I. Ermilov,RU,RUS,1913,1
I. Eva Johnston,GB,GBR,1908,10
I. F. Larionov,RU,RUS,1910,1
I. F. Larionov,RU,RUS,1913,3
I. F. Larionov,UA,UKR,1911,2
I. I. Alsop,GB,GBR,1908,10
I. I. Gorelov,RU,RUS,1905,1
I. I. Kurilenko,RU,RUS,1909,1
I. L. Shoosmith,IT,ITA,1909,2
I. M. Pozemsky,RU,RUS,1908,1
I. P. Kalinkin,RU,RUS,1913,1
I. P. Österlund,HU,HUN,1906,2
I. S. Zaycev,RU,RUS,1911,5
I. Severin,LV,,1910,7
I. Severin,RU,RUS,1910,26
I. V. Averincev,RU,RUS,1906,1
I. V. Firsov,RU,RUS,1914,26
I. Verschuur,HU,HUN,1910,1
Ibolya S.-né Farkas,HU,HUN,1910,2
Ibolya S.-né Farkas,HU,HUN,1911,3
Ida A. Bowles,GB,GBR,1909,4
Ida Beer-Goertz,DE,DEU,1905,6
Ida Beer-Goertz,DE,DEU,1906,2
Ida Carola Stroever,DE,DEU,1908,1
Ida Carola Stroever,DE,DEU,1914,2
Ida Carola Stroever,GB,GBR,1908,1
Ida Celeri Viena,IT,ITA,1906,1
Ida Clauss,DE,DEU,1914,2
Ida Clauss,FR,FRA,1907,2
Ida Follot,FR,FRA,1908,2
Ida Gerhardi,AT,AUT,1910,3
Ida Gerhardi,DE,DEU,1905,2
Ida Gerhardi,DE,DEU,1906,8
Ida Gerhardi,DE,DEU,1908,4
Ida Gerhardi,DE,DEU,1910,2
Ida Gerhardi,DE,DEU,1912,6
Ida Gerhardi,FR,FRA,1907,4
Ida Gerhardi,GB,GBR,1908,2
Ida Hacke,DE,DEU,1912,1
Ida Hacke,US,USA,1910,1
Ida Hirrlinger,DE,DEU,1905,3
Ida Kerkovius,DE,DEU,1910,3
Ida Kerkovius,DE,DEU,1913,6
Ida Konek,HU,HUN,1906,6
Ida Konek,HU,HUN,1907,1
Ida Konek,HU,HUN,1908,2
Ida Kupelwieser,AT,AUT,1909,2
Ida Kupelwieser,AT,AUT,1910,5
Ida Lees,GB,GBR,1908,10
Ida Lees,GB,GBR,1909,6
Ida Lees,GB,GBR,1911,4
Ida M. Buchanan,GB,GBR,1911,6
Ida Magliocchetti,IT,ITA,1908,1
Ida Magliocchetti,IT,ITA,1913,1
Ida Magliocchetti,IT,ITA,1914,2
Ida Magliocchetti,IT,ITA,1915,3
Ida Salvagnini Bidoli,IT,ITA,1906,3
Ida Salvagnini Bidoli,IT,ITA,1908,5
Ida Salvagnini Bidoli,IT,ITA,1913,1
Ida Salvagnini Bidoli,IT,ITA,1914,1
Ida Schrijver-Ijzerman,NL,NLD,1914,8
Ida Scipiades,HU,HUN,1913,2
Ida Scipiades,HU,HUN,1914,1
Ida Teves-van de Vijsel,NL,NLD,1907,2
Idonea La Primaudaye,GB,GBR,1908,10
Ignac Ujvary,DE,DEU,1905,6
Ignac Ujvary,HU,HUN,1905,12
Ignac Ujvary,HU,HUN,1906,42
Ignac Ujvary,HU,HUN,1908,14
Ignac Ujvary,IT,ITA,1905,2
Ignac Ujvary,IT,ITA,1910,4
Ignac Ujvary,NL,NLD,1912,1
Ignacio Zuloaga,BE,BEL,1908,2
Ignacio Zuloaga,BE,BEL,1909,2
Ignacio Zuloaga,BE,BEL,1914,2
Ignacio Zuloaga,DE,DEU,1905,1
Ignacio Zuloaga,DE,DEU,1906,1
Ignacio Zuloaga,DE,DEU,1910,1
Ignacio Zuloaga,DE,DEU,1911,1
Ignacio Zuloaga,DE,DEU,1912,24
Ignacio Zuloaga,FR,FRA,1907,1
Ignacio Zuloaga,FR,FRA,1908,3
Ignacio Zuloaga,FR,FRA,1912,4
Ignacio Zuloaga,HU,HUN,1912,22
Ignacio Zuloaga,IT,ITA,1905,4
Ignacio Zuloaga,IT,ITA,1910,8
Ignacio Zuloaga,IT,ITA,1915,1
Ignacio Zuloaga,NL,NLD,1912,1
Ignacy Pieńkowski,GB,GBR,1908,6
Ignacz Beth,DE,DEU,1914,1
Ignatius Taschner,DE,DEU,1905,3
Ignatius Taschner,DE,DEU,1907,58
Ignatius Taschner,DE,DEU,1913,64
Ignaty Nivinsky,RU,RUS,1906,1
Ignaty Nivinsky,RU,RUS,1913,2
Ignaz Marcel Gaugengigl,US,USA,1912,1
Ignác Roskovics,HU,HUN,1909,2
Ignác Udvardy,HU,HUN,1912,3
Igor Dmitriev,RU,RUS,1913,1
Igor Grabar,BE,BEL,1907,8
Igor Grabar,CZ,CZE,1912,2
Igor Grabar,DE,DEU,1906,8
Igor Grabar,GB,GBR,1909,1
Igor Grabar,IT,ITA,1907,10
Igor Grabar,LV,,1909,7
Igor Grabar,LV,,1910,7
Igor Grabar,RU,RUS,1905,13
Igor Grabar,RU,RUS,1906,8
Igor Grabar,RU,RUS,1907,3
Igor Grabar,RU,RUS,1908,8
Igor Grabar,RU,RUS,1909,8
Igor Grabar,RU,RUS,1910,7
Igor Grabar,RU,RUS,1915,6
Igor Grabar,UA,UKR,1909,14
Igor Grabar,UA,UKR,1910,15
Igor Yakimov,DE,DEU,1913,6
Igor Yakimov,DE,DEU,1914,1
Il'ya Mashkov,GB,GBR,1911,2
Il'ya Mashkov,LV,,1909,12
Il'ya Mashkov,LV,,1910,45
Il'ya Mashkov,NL,NLD,1913,24
Il'ya Mashkov,RU,RUS,1909,12
Il'ya Mashkov,RU,RUS,1910,80
Il'ya Mashkov,RU,RUS,1911,12
Il'ya Mashkov,RU,RUS,1912,22
Il'ya Mashkov,RU,RUS,1913,59
Il'ya Mashkov,RU,RUS,1914,23
Il'ya Mashkov,RU,RUS,1915,19
Il'ya Mashkov,UA,UKR,1909,24
Il'ya Mashkov,UA,UKR,1910,68
Il'ya Mashkov,UA,UKR,1911,16
Il'ya Ostroukhov,RU,RUS,1905,2
Il'ya Repin,DE,DEU,1906,4
Il'ya Repin,IT,ITA,1907,4
Il'ya Repin,RU,RUS,1906,1
Il'ya Repin,RU,RUS,1908,1
Ilka Frankelné Vozáb,HU,HUN,1911,1
Ilka Frankelné Vozáb,HU,HUN,1912,1
Ilka Frankelné Vozáb,HU,HUN,1914,1
Ilka von Kuczynska-Fessler,AT,AUT,1914,4
Ilma Graf-Dreyfus,AT,AUT,1910,9
Ilma Graf-Dreyfus,FR,FRA,1905,2
Ilna Ewers-Wunderwald,DE,DEU,1909,10
Ilna Ewers-Wunderwald,DE,DEU,1912,14
Ilona Benkő,HU,HUN,1906,2
Ilona Benkő,HU,HUN,1907,1
Ilona Benkő,HU,HUN,1910,2
Ilona Máté,AT,AUT,1910,6
Ilona Máté,HU,HUN,1909,82
Ilona Vadász,HU,HUN,1912,2
Ilonka Mezey,HU,HUN,1913,1
Ilya Aleksandrovich Kalachev,RU,RUS,1913,1
Ilya Aleksandrovich Kambarov,RU,RUS,1913,5
Ilya Ilyich Litvinov,RU,RUS,1913,11
Imre Bácskai,HU,HUN,1911,1
Imre Bácskai,HU,HUN,1912,1
Imre Bácskai,HU,HUN,1913,2
Imre Durkó,HU,HUN,1907,1
Imre Emerich Révész,DE,DEU,1905,3
Imre Emerich Révész,HU,HUN,1905,6
Imre Emerich Révész,HU,HUN,1906,2
Imre Emerich Révész,HU,HUN,1910,1
Imre Farkasfalvi,HU,HUN,1906,2
Imre Földes,HU,HUN,1906,12
Imre Földes,HU,HUN,1908,2
Imre Földes,HU,HUN,1909,6
Imre Gergely,HU,HUN,1905,2
Imre Gergely,HU,HUN,1906,4
Imre Gergely,HU,HUN,1908,4
Imre Greguss,HU,HUN,1905,2
Imre Greguss,HU,HUN,1906,2
Imre Greguss,HU,HUN,1907,5
Imre Knopp,DE,DEU,1905,3
Imre Knopp,HU,HUN,1905,2
Imre Knopp,HU,HUN,1906,44
Imre Knopp,HU,HUN,1908,20
Imre Knopp,IT,ITA,1905,2
Imre Knopp,IT,ITA,1909,2
Imre Knopp,IT,ITA,1910,4
Imre Knopp,NL,NLD,1912,1
Imre Károly Simay,AT,AUT,1905,10
Imre Károly Simay,AT,AUT,1907,16
Imre Károly Simay,AT,AUT,1908,138
Imre Károly Simay,AT,AUT,1910,2
Imre Károly Simay,DE,DEU,1907,4
Imre Károly Simay,HU,HUN,1907,18
Imre Károly Simay,HU,HUN,1909,36
Imre Károly Simay,IT,ITA,1909,4
Imre Károly Simay,IT,ITA,1910,6
Imre Ladoméri,HU,HUN,1912,2
Imre Àgotha,HU,HUN,1907,2
Ina Sheldon-Williams,GB,GBR,1908,6
Ines Wetzel,DE,DEU,1911,8
Ines Wetzel,DE,DEU,1913,3
Ingeborg Jensen,GB,GBR,1913,3
Ingebrigt Vik,AT,AUT,1912,6
Inglis Sheldon-Williams,GB,GBR,1908,8
Inglis Sheldon-Williams,GB,GBR,1909,10
Inglis Sheldon-Williams,GB,GBR,1915,2
Ingse Gude Caprino,IT,ITA,1914,1
Innes Meo,GB,GBR,1910,2
Innocenzo Cantinotti,IT,ITA,1905,2
Innocenzo Cantinotti,IT,ITA,1906,12
Iosif Naumovich Gurvich,RU,RUS,1914,1
Iosif Solomonovič Škol'nik,RU,RUS,1910,15
Iosif Solomonovič Škol'nik,RU,RUS,1911,14
Iosif Solomonovič Škol'nik,RU,RUS,1912,12
Iosif Solomonovič Škol'nik,RU,RUS,1913,2
Ipolit Strambulescu,DE,DEU,1905,9
Irene Richter,GB,GBR,1909,1
